a 啊 阿 嗄 腌 锕 
a#ba 阿爸 
zhao#ji 召集 着急 
zhao#ji#ren 召集人 
zhao#jia 招架 
zhao#jin 朝觐 
zhao#jiu 照旧 
zhao#kai 召开 
zhao#kan 照看 
zhao#kao 招考 
zhao#lai 招徕 找来 
zhao#lan 招揽 
zhao#li 照理 照例 
zhao#li#rong 赵丽蓉 
zhao#liang 照亮 
zhao#liao 照料 
zhao#mi 着迷 
zhao#ming 照明 
zhao#mu 招募 
zhao#pai 招牌 照排 
zhao#pian 照片 
zhao#pin 招聘 
zhao#pu#chu 赵朴初 
zhao#qi 朝气 沼气 
zhao#qi#peng#bo 朝气蓬勃 
zhao#qian 找钱 
zhao#qing 肇庆 
zhao#ren 找人 
zhao#ri 朝日 
zhao#shang 招商 
zhao#shang#ju 招商局 
zhao#shang#men 找上门 
zhao#shang#yin#zi 招商引资 
zhao#she 照射 
zhao#sheng 招生 
zhao#shi 昭示 赵氏 肇事 
zhao#shi#zhe 肇事者 
zhao#shou 招收 招手 
zhao#shu 招数 
zhao#shu#li 赵树理 
zhao#tie 招贴 
zhao#tong 昭通 
zhao#wa 爪哇 
zhao#xi 朝夕 
zhao#xi#xiang#chu 朝夕相处 
zhao#xia 朝霞 
zhao#xian 招贤 赵县 
zhao#xiang 照相 
zhao#xiang#ji 照相机 
zhao#xue 昭雪 
zhao#xun 找寻 
zhao#yang 朝阳 照样 
zhao#yao 照耀 
zhao#yao#guo#shi 招摇过市 
zhao#ye 朝野 
zhao#yi 着意 
zhao#yin 招引 
zhao#ying 照应 
zhao#yong 招用 
zhao#ze 沼泽 
zhao#ze#di 沼泽地 
zhao#zhan 招展 
zhao#zhang 照章 
zhao#zhao 找找 
zhao#zhe 照着 
zhao#zhi 招致 
zhao#zhou#qiao 赵州桥 
zhe 遮 折 哲 蛰 辙 者 锗 蔗 这 浙 著 着 谪 摺 柘 辄 磔 鹧 褶 蜇 赭 
zhe#ban 这般 
zhe#ben 这本 
zhe#bi 这笔 
zhe#bian 这边 
zhe#bu 这部 
zhe#ci 这次 
zhe#da 浙大 
zhe#dang 遮挡 
zhe#dian 这点 
zhe#die 折叠 
zhe#duan 折断 
zhe#er 这儿 
zhe#fan 折返 
zhe#fang 这方 
zhe#gai 遮盖 
zhe#gan 浙赣 
zhe#ge 这个 
zhe#gen 这根 
zhe#gu 鹧鸪 
zhe#gui 折桂 
zhe#he 折合 
zhe#hua 这话 
zhe#hui 这回 
zhe#hui#er 这会儿 
zhe#jia 折价 这家 
zhe#jian 这间 这件 
zhe#jiang 浙江 
zhe#jiang#sheng 浙江省 
zhe#jiu 折旧 
zhe#jiu#fei 折旧费 
zhe#kou 折扣 
zhe#kuai 这块 
zhe#li 哲理 这里 
zhe#liang 这辆 
zhe#me 这么 
zhe#mo 折磨 
zhe#nan 浙南 
zhe#ren 哲人 这人 
zhe#she 折射 
zhe#shi 这时 这事 
zhe#shi#hou 这时候 
zhe#shu 着数 
zhe#shuang 这双 
zhe#suan 折算 
zhe#tang 蔗糖 
zhe#tao 这套 
zhe#teng 折腾 
zhe#tian 这天 
zhe#tian#bi#ri 遮天蔽日 
zhe#tiao 这条 
zhe#wei 这位 
zhe#xi 浙西 
zhe#xia 这下 
zhe#xiang 这项 
zhe#xie 这些 
zhe#xue 哲学 
zhe#xue#jia 哲学家 
zhe#xue#xi 哲学系 
zhe#yan 遮掩 
zhe#yang 遮阳 这样 
zhe#yi 这一 
zhe#yi#dian 这一点 
zhe#yi#lai 这一来 
zhe#zhang 这张 
zhe#zhong 折衷 这种 浙中 
zhe#zhu 遮住 
zhe#zi#xi 折子戏 
zhe#zuo 这座 
zhei 这 
zhei#shi#hou 这时候 
zhen 珍 斟 真 甄 砧 臻 贞 针 侦 枕 疹 诊 震 振 镇 阵 帧 圳 蓁 溱 缜 桢 椹 榛 轸 赈 胗 朕 祯 畛 稹 鸩 箴 
zhen#ai 珍爱 
zhen#bao 珍宝 
zhen#bian#shi#bi 针砭时弊 
zhen#bie 甄别 
zhen#bing 诊病 
zhen#bu#shao 真不少 
zhen#cai#shi#xue 真才实学 
zhen#cang 珍藏 
zhen#cha 侦查 侦察 
zhen#chan 震颤 
zhen#cheng 真诚 
zhen#chi 振翅 
zhen#ci 针刺 
zhen#da 真大 
zhen#dang 震荡 振荡 
zhen#di 真谛 阵地 
zhen#di#zhan 阵地战 
zhen#ding 镇定 
zhen#dong 震动 振动 
zhen#duan 诊断 
zhen#dui 针对 
zhen#dui#xing 针对性 
zhen#er 震耳 
zhen#er#yu#long 震耳欲聋 
zhen#fen 振奋 
zhen#fen#ren#xin 振奋人心 
zhen#feng#xiang#dui 针锋相对 
zhen#gan 震感 
zhen#ge 真格 
zhen#gui 珍贵 
zhen#han 震撼 
zhen#han#ren#xin 震撼人心 
zhen#hao 真好 
zhen#hua 真话 
zhen#huo 真货 
zhen#ji 真迹 针剂 震级 赈济 
zhen#jia 真假 
zhen#jiang 镇江 
zhen#jiao 阵脚 
zhen#jing 真经 震惊 镇静 
zhen#jiu 针灸 
zhen#jun 真菌 
zhen#kong 真空 
zhen#li 真理 镇里 
zhen#liao 诊疗 
zhen#long#fa#kui 振聋发聩 
zhen#mi 缜密 
zhen#mian#mu 真面目 
zhen#ming 真名 
zhen#nan 镇南 
zhen#pi 真皮 
zhen#pin 珍品 真品 
zhen#po 侦破 
zhen#qi 珍奇 
zhen#qie 真切 
zhen#qin 珍禽 
zhen#qing 真情 
zhen#qu 震区 镇区 
zhen#ren 真人 
zhen#ren#zhen#shi 真人真事 
zhen#rong 阵容 
zhen#ru 真如 
zhen#shan#mei 真善美 
zhen#shang 镇上 
zhen#she 震慑 
zhen#shi 珍视 真实 真是 诊室 阵势 
zhen#shi#xing 真实性 
zhen#shou 镇守 
zhen#suo 诊所 
zhen#tong 镇痛 阵痛 
zhen#tou 针头 枕头 
zhen#wang 阵亡 
zhen#wei 真伪 
zhen#xi 珍稀 珍惜 
zhen#xian 针线 阵线 
zhen#xiang 真相 
zhen#xiang#da#bai 真相大白 
zhen#xin 真心 
zhen#xin#cheng#yi 真心诚意 
zhen#xin#shi#yi 真心实意 
zhen#xing 振兴 
zhen#xing#zhong#hua 振兴中华 
zhen#ya 镇压 
zhen#yan 箴言 
zhen#yi 真意 
zhen#ying 阵营 
zhen#yu 阵雨 
zhen#yuan 震源 
zhen#zai 震灾 赈灾 
zhen#zhang 镇长 
zhen#zhen 真真 阵阵 
zhen#zhen#you#ci 振振有词 
zhen#zheng 真正 
zhen#zhi 真知 真挚 针织 诊治 
zhen#zhi#zhuo#jian 真知灼见 
zhen#zhong 珍重 震中 
zhen#zhu 珍珠 
zhen#zhu#dang 真主党 
zhen#zhu#gang 珍珠港 
zhen#zhuo 斟酌 
zhen#zi 阵子 
zhen#zuo 振作 
zheng 丁 蒸 挣 睁 征 狰 争 怔 整 拯 正 政 症 郑 证 诤 峥 徵 钲 铮 筝 鲭 
zheng#ba 争霸 
zheng#ba#zhan 争霸战 
zheng#ban 争办 整版 正版 
zheng#ban#qiao 郑板桥 
zheng#ben 正本 
zheng#bian 争辩 整编 政变 
zheng#bing 征兵 
zheng#bu 正步 
zheng#ce 政策 
zheng#ce#xing 政策性 
zheng#chang 正常 
zheng#chang#hua 正常化 
zheng#chao 争吵 
zheng#che 整车 
zheng#chen 征尘 
zheng#cheng 征程 
zheng#cheng#gong 郑成功 
zheng#chu#duo#men 政出多门 
zheng#chuang 争创 
zheng#ci 证词 
zheng#da 睁大 正大 
zheng#dang 正当 政党 
zheng#dao 挣到 正道 
zheng#de 征得 
zheng#di 征地 整地 
zheng#dian 正点 
zheng#ding 征订 正定 
zheng#dou 争斗 
zheng#duan 争端 
zheng#dun 整顿 
zheng#duo 争夺 
zheng#duo#zhan 争夺战 
zheng#fa 蒸发 政法 
zheng#fan 正反 
zheng#fen#duo#miao 争分夺秒 
zheng#feng 整风 正逢 
zheng#fu 征服 正副 政府 
zheng#fu#jun 政府军 
zheng#gai 整改 
zheng#gao 征稿 
zheng#ge 整个 
zheng#gong 政工 
zheng#gou 征购 争购 
zheng#guan 征管 
zheng#guang 争光 
zheng#gui 正规 正轨 
zheng#gui#hua 正规化 
zheng#guo 郑国 
zheng#han 正酣 
zheng#hao 正好 
zheng#he 整合 
zheng#hun 征婚 
zheng#ji 征集 整机 政绩 政纪 
zheng#jian 政见 证件 
zheng#jiao 政教 
zheng#jie 整洁 政界 症结 
zheng#jing 正经 政经 
zheng#jiu 拯救 
zheng#ju 政局 证据 
zheng#kai 睁开 
zheng#ke 政客 
zheng#li 争利 整理 
zheng#ling 政令 
zheng#liu 蒸馏 
zheng#long 蒸笼 
zheng#lu 正路 
zheng#lun 争论 政论 
zheng#lun#bu#xiu 争论不休 
zheng#men 正门 
zheng#mian 正面 
zheng#ming 争鸣 正名 证明 
zheng#ming#shu 证明书 
zheng#pai 正派 
zheng#pin 正品 
zheng#qi 争气 整齐 正气 政企 
zheng#qi#dou#yan 争奇斗艳 
zheng#qi#ji 蒸汽机 
zheng#qian 挣钱 
zheng#qiang 争抢 
zheng#qiu 征求 
zheng#qu 争取 
zheng#quan 政权 证券 
zheng#quan#gong#si 证券公司 
zheng#quan#jiao#yi#suo 证券交易所 
zheng#que 正确 
zheng#que#xing 正确性 
zheng#ren 证人 
zheng#ri 整日 
zheng#rong 整容 峥嵘 
zheng#ru 正如 
zheng#shi 正式 正是 正视 政事 证实 
zheng#shou 征收 正手 
zheng#shu 证书 
zheng#shui 征税 
zheng#su 整肃 
zheng#tan 政坛 
zheng#tao 整套 
zheng#teng 蒸腾 
zheng#ti 整体 政体 
zheng#ti#er#yan 整体而言 
zheng#ti#xing 整体性 
zheng#tian 整天 
zheng#ting 正厅 
zheng#tong 正统 
zheng#tu 征途 
zheng#tuo 挣脱 
zheng#wan#tong 郑万通 
zheng#wei 政委 
zheng#wen 征文 正文 
zheng#wu 正午 政务 
zheng#xian 争先 
zheng#xian#kong#hou 争先恐后 
zheng#xiang 争相 正像 
zheng#xie 政协 
zheng#xing 整形 
zheng#xiong 争雄 
zheng#xiu 整修 
zheng#xuan 正选 
zheng#xun 征询 
zheng#yan 睁眼 争艳 证言 
zheng#yao 正要 政要 
zheng#ye 整夜 
zheng#yi 争议 正义 
zheng#yi#gan 正义感 
zheng#yong 征用 
zheng#you 诤友 
zheng#yue 正月 
zheng#zai 正在 
zheng#zha 挣扎 
zheng#zhan 征战 
zheng#zhao 征兆 证照 
zheng#zheng 整整 铮铮 
zheng#zheng#qi#qi 整整齐齐 
zheng#zheng#ri#shang 蒸蒸日上 
zheng#zhi 争执 整治 正职 正直 正值 政制 政治 
zheng#zhi#bu 政治部 
zheng#zhi#fan 政治犯 
zheng#zhi#hua 政治化 
zheng#zhi#jia 政治家 
zheng#zhi#jing#ji#xue 政治经济学 
zheng#zhi#ju 政治局 
zheng#zhi#quan#li 政治权利 
zheng#zhi#wei#yuan 政治委员 
zheng#zhi#xing 政治性 
zheng#zhong 正中 郑重 
zheng#zhong#qi#shi 郑重其事 
zheng#zhou 郑州 
zheng#zhu 蒸煮 
zheng#zhuang 整装 症状 
zheng#zhuang#dai#fa 整装待发 
zheng#zong 正宗 
zhi 识 氏 芝 枝 支 吱 蜘 知 肢 脂 汁 之 织 职 直 植 殖 执 值 侄 址 指 止 趾 只 旨 纸 志 挚 掷 至 致 置 帜 峙 制 智 秩 稚 质 炙 痔 滞 治 窒 陟 郅 埴 芷 摭 帙 徵 咫 骘 栉 枳 栀 桎 轵 轾 贽 胝 祉 祗 黹 雉 鸷 痣 蛭 酯 跖 踬 踯 豸 
zhi#ai 挚爱 至爱 致哀 致癌 
zhi#ai#wu 致癌物 
zhi#an 治安 
zhi#bai 执白 
zhi#ban 值班 纸板 置办 制版 
zhi#ban#shi 值班室 
zhi#ban#yuan 值班员 
zhi#bang 执棒 
zhi#bao 植保 纸包 
zhi#bei 植被 制备 
zhi#ben 直奔 治本 
zhi#bi 执笔 纸币 
zhi#bian 支边 质变 
zhi#biao 指标 治标 
zhi#bing 致病 治病 
zhi#bing#jiu#ren 治病救人 
zhi#bo 直播 直拨 
zhi#bu 支部 织布 止步 
zhi#bu#guo 只不过 
zhi#bu#zhu 止不住 
zhi#cai 制裁 
zhi#can 致残 
zhi#chang 纸厂 
zhi#chang#ai 直肠癌 
zhi#cheng 支撑 织成 职称 至诚 制成 
zhi#cheng#dian 支撑点 
zhi#cheng#pin 制成品 
zhi#chi 支持 知耻 咫尺 
zhi#chi#zhe 支持者 
zhi#chu 支出 之处 指出 制出 
zhi#chuang 痔疮 
zhi#ci 值此 至此 致辞 致词 
zhi#da 直达 至大 
zhi#dai 纸袋 
zhi#dai#hui 职代会 
zhi#dao 知道 直到 执导 指导 
zhi#dao#jia 指导价 
zhi#dao#xing 指导性 
zhi#dao#yuan 指导员 
zhi#de 值得 只得 
zhi#di 直抵 质地 
zhi#di#you#sheng 掷地有声 
zhi#dian 支点 指点 致电 
zhi#die 止跌 
zhi#ding 指定 制定 制订 
zhi#dong 制动 
zhi#dong#qi 制动器 
zhi#du 制度 
zhi#du#hua 制度化 
zhi#dui 支队 
zhi#duo 至多 
zhi#er 侄儿 
zhi#fa 知法 执法 
zhi#fa#fan#fa 执法犯法 
zhi#fan 制贩 
zhi#fang 脂肪 置放 
zhi#fang#suan 脂肪酸 
zhi#fei 直飞 
zhi#feng#mu#yu 栉风沐雨 
zhi#fu 支付 致富 制服 
zhi#fu#lu 致富路 
zhi#fu#qu 芝罘区 
zhi#gan 枝干 质感 
zhi#gao#dian 制高点 
zhi#gao#wu#shang 至高无上 
zhi#gen 植根 
zhi#gong 职工 
zhi#gong#dang 致公党 
zhi#gu 只顾 桎梏 
zhi#guan 直观 只管 
zhi#guan#zhong#yao 至关重要 
zhi#guo 治国 
zhi#han 致函 
zhi#hang 支行 直航 
zhi#hao 只好 治好 
zhi#he 致贺 
zhi#hei 执黑 
zhi#heng 制衡 
zhi#hou 之后 滞后 
zhi#hu 支护 
zhi#huan 置换 
zhi#hui 指挥 只会 智慧 
zhi#hui#bang 指挥棒 
zhi#hui#bu 指挥部 
zhi#hui#guan 指挥官 
zhi#hui#jia 指挥家 
zhi#hui#quan 指挥权 
zhi#hui#yuan 指挥员 
zhi#ji 知己 之极 之际 织机 职级 执纪 至极 制剂 
zhi#ji#zhi#bi 知己知彼 
zhi#jia 支架 之家 指甲 制假 治家 
zhi#jia#ge 芝加哥 
zhi#jian 之间 只见 质检 
zhi#jiang 纸浆 制浆 
zhi#jiao 执教 指教 
zhi#jie 肢解 直接 
zhi#jie#liao#dang 直截了当 
zhi#jin 织锦 至今 
zhi#jing 直径 止境 致敬 
zhi#ju 支局 
zhi#jue 知觉 直觉 
zhi#jun 治军 
zhi#kong 指控 
zhi#lei 之类 
zhi#leng 制冷 
zhi#li 直立 致力 智利 智力 治理 
zhi#li#ming#yan 至理名言 
zhi#li#po#sui 支离破碎 
zhi#li#yu 致力于 
zhi#liang 质量 
zhi#liao 知了 治疗 
zhi#liao#fei 治疗费 
zhi#ling 指令 
zhi#ling#xing 指令性 
zhi#liu 支流 直流 滞留 
zhi#lu 指路 
zhi#luo 直落 
zhi#ma 芝麻 
zhi#mian 直面 植棉 纸面 
zhi#min 殖民 
zhi#min#di 殖民地 
zhi#min#zhu#yi 殖民主义 
zhi#ming 知名 指明 指名 致命 
zhi#ming#du 知名度 
zhi#ming#ren#shi 知名人士 
zhi#nan 指南 
zhi#nan#er#jin 知难而进 
zhi#nang 智囊 
zhi#nei 之内 
zhi#nen 稚嫩 
zhi#neng 职能 只能 智能 
zhi#neng#hua 智能化 
zhi#niu 执拗 
zhi#nong 支农 
zhi#nv 侄女 
zhi#pa 只怕 
zhi#pai 直拍 指派 
zhi#pei 支配 
zhi#pei#quan 支配权 
zhi#pian 纸片 制片 
zhi#pian#chang 制片厂 
zhi#pian#ren 制片人 
zhi#piao 支票 
zhi#pin 制品 
zhi#pu 质朴 
zhi#qi 支起 志气 稚气 
zhi#qi#guan 支气管 
zhi#qi#guan#yan 支气管炎 
zhi#qian 支前 之前 值钱 致歉 
zhi#qin 执勤 值勤 
zhi#qing 知青 知情 之情 
zhi#qiong 治穷 
zhi#qiu 只求 
zhi#qu 支取 志趣 
zhi#quan 职权 治权 
zhi#ri#ke#dai 指日可待 
zhi#ru 植入 
zhi#ruo#wang#wen 置若罔闻 
zhi#san 治散 
zhi#sha 治沙 
zhi#shan 至善 
zhi#shang 之上 纸上 至上 智商 
zhi#shang#tan#bing 纸上谈兵 
zhi#shao 至少 
zhi#she 直射 
zhi#shen 只身 置身 
zhi#sheng 直升 制胜 
zhi#sheng#ji 直升机 
zhi#shi 知识 知事 直视 指使 指示 只是 志士 致使 制式 
zhi#shi#fen#zi 知识分子 
zhi#shi#jie 知识界 
zhi#shi#mian 知识面 
zhi#shi#qing#nian 知识青年 
zhi#shi#xing 知识性 
zhi#shou 职守 制售 
zhi#shou#hua#jiao 指手画脚 
zhi#shou#ke#re 炙手可热 
zhi#shu 支书 直属 植树 指数 
zhi#shu#jie 植树节 
zhi#shu#zao#lin 植树造林 
zhi#shuai 直率 
zhi#shui 治水 治税 
zhi#shuo 直说 
zhi#si 致死 
zhi#suo#yi 之所以 
zhi#tang 制糖 
zhi#ti 肢体 
zhi#tiao 枝条 纸条 
zhi#tong 直通 止痛 
zhi#tong#dao#he 志同道合 
zhi#tou 枝头 指头 
zhi#wai 之外 
zhi#wang 指望 
zhi#wei 职位 执委 至为 
zhi#wei#hui 执委会 
zhi#wen 指纹 质问 
zhi#wu 织物 职务 植物 治污 
zhi#wu#ren 植物人 
zhi#wu#xue 植物学 
zhi#wu#xue#jia 植物学家 
zhi#wu#you 植物油 
zhi#wu#yuan 植物园 
zhi#xi 知悉 窒息 
zhi#xia 之下 直下 
zhi#xia#shi 直辖市 
zhi#xian 支线 知县 直线 只限 
zhi#xiang 指向 只想 纸箱 志向 
zhi#xiao 知晓 职校 直销 滞销 治校 
zhi#xie 纸屑 致谢 制鞋 
zhi#xin 知心 致信 
zhi#xing 执行 
zhi#xing#guan 执行官 
zhi#xing#zhu#xi 执行主席 
zhi#xu 秩序 
zhi#xu#jing#ran 秩序井然 
zhi#xuan 直选 
zhi#xue 止血 治学 
zhi#xun 质询 
zhi#ya 质押 
zhi#yan 直言 制盐 
zhi#yan#bu#hui 直言不讳 
zhi#yao 只要 制药 
zhi#yao#chang 制药厂 
zhi#ye 枝叶 职业 执业 
zhi#ye#dui 职业队 
zhi#yi 之一 执意 致以 致意 质疑 
zhi#yin 知音 指引 
zhi#yong 支用 
zhi#you 只有 挚友 
zhi#you#jia#lian 质优价廉 
zhi#yu 之余 至于 智育 治愈 
zhi#yuan 支援 职员 志愿 
zhi#yuan#bing 志愿兵 
zhi#yuan#jun 志愿军 
zhi#yuan#zhe 志愿者 
zhi#yue 制约 
zhi#zai 旨在 志在 
zhi#zai#bi#de 志在必得 
zhi#zao 织造 制造 
zhi#zao#shang 制造商 
zhi#zao#ye 制造业 
zhi#ze 职责 指责 
zhi#zhan#yuan 指战员 
zhi#zhang 执掌 纸张 
zhi#zhao 执照 
zhi#zhe 指着 智者 
zhi#zhen 指针 
zhi#zheng 执政 
zhi#zheng#dang 执政党 
zhi#zheng#zhao#xi 只争朝夕 
zhi#zhi 吱吱 之至 直指 直至 纸质 制止 
zhi#zhi#bu#li 置之不理 
zhi#zhi#du#wai 置之度外 
zhi#zhi#shen#shao 知之甚少 
zhi#zhong 之中 制种 
zhi#zhu 支柱 蜘蛛 植株 止住 
zhi#zhuo 执著 执着 稚拙 
zhi#zi 侄子 质子 
zhi#zi#bu#ti 只字不提 
zhi#zu 知足 
zhi#zuo 制作 
zhi#zuo#ren 制作人 
zhi#zuo#zhe 制作者 
zhong 中 盅 忠 钟 衷 终 种 肿 重 仲 众 冢 忪 锺 螽 踵 
zhong#ai 钟爱 
zhong#ba 中巴 
zhong#ban 中办 
zhong#bang 重磅 
zhong#bao#dao 中堡岛 
zhong#bao#si#nang 中饱私囊 
zhong#biao 中标 钟表 
zhong#bing 重兵 重病 
zhong#bu 中部 
zhong#cai 种菜 仲裁 
zhong#can 中餐 
zhong#cao 种草 
zhong#cao#yao 中草药 
zhong#ceng 中层 
zhong#chan#jie#ji 中产阶级 
zhong#chang 中场 中长 衷肠 终场 
zhong#chang#pao 中长跑 
zhong#chang#qi 中长期 
zhong#cheng 忠诚 
zhong#cheng#yao 中成药 
zhong#chu 种出 种畜 
zhong#chuang 重创 
zhong#da 肿大 重大 
zhong#dan 中弹 重担 
zhong#dang 中档 
zhong#deng 中等 
zhong#di 种地 重地 
zhong#dian 钟点 终点 重点 
zhong#dian#xian 终点线 
zhong#dong 中东 
zhong#dong#ou 中东欧 
zhong#du 中毒 中度 重度 
zhong#duan 中段 中断 终端 
zhong#dui 中队 
zhong#duo 众多 
zhong#fa 重罚 
zhong#fan 重犯 
zhong#fang 中方 
zhong#fei 中非 
zhong#feng 中锋 中风 
zhong#fu 重负 
zhong#gao 忠告 
zhong#gao#ji 中高级 
zhong#gong 中共 
zhong#gong#ye 重工业 
zhong#gong#zhong#yang 中共中央 
zhong#gu 中古 
zhong#gu#wei 中顾委 
zhong#guan#cun 中关村 
zhong#gui 终归 
zhong#guo 中国 
zhong#guo#dui 中国队 
zhong#guo#hua 中国画 中国化 中国话 
zhong#guo#ji 中国籍 
zhong#guo#ren 中国人 
zhong#guo#shi 中国式 
zhong#guo#tong 中国通 
zhong#guo#yin#hang 中国银行 
zhong#hang 中行 
zhong#hao 种好 
zhong#he 中和 
zhong#hou 忠厚 
zhong#hou#qi 中后期 
zhong#hua 中华 种花 
zhong#hua#min#guo 中华民国 
zhong#hua#min#zu 中华民族 
zhong#hua#ren#min#gong#he#guo 中华人民共和国 
zhong#huan 中环 
zhong#hun 忠魂 
zhong#huo 重活 
zhong#ji 中级 中继 终极 种鸡 
zhong#ji#wei 中纪委 
zhong#jia 中加 众家 
zhong#jian 中坚 中间 重剑 
zhong#jian#shang 中间商 
zhong#jiang 中将 中奖 终将 重奖 
zhong#jie 中介 终结 
zhong#jie#ren 中介人 
zhong#jin 重金 
zhong#jin#shu 重金属 
zhong#jiu 终究 
zhong#ju 终局 
zhong#kan 中看 
zhong#kao 中考 
zhong#ke#yuan 中科院 
zhong#ken 中肯 
zhong#kong 中空 
zhong#kou 众口 
zhong#kuai 肿块 
zhong#lao#nian 中老年 
zhong#lei 种类 
zhong#li 中立 
zhong#li#guo 中立国 
zhong#lian#bu 中联部 
zhong#liang 种粮 重量 
zhong#liang#ji 重量级 
zhong#liao 终了 
zhong#liu 中流 肿瘤 
zhong#liu#di#zhu 中流砥柱 
zhong#lou 钟楼 
zhong#lu 中路 
zhong#mei 中美 
zhong#mei#zhou 中美洲 
zhong#miao 种苗 
zhong#mu#kui#kui 众目睽睽 
zhong#nan 中南 
zhong#nan#bu 中南部 
zhong#nan#hai 中南海 
zhong#nan#qing#nv 重男轻女 
zhong#nian 中年 终年 
zhong#nian#ren 中年人 
zhong#niu 种牛 
zhong#nong 中农 
zhong#ou 中欧 
zhong#pan 中盘 
zhong#qi 中期 
zhong#qing 钟情 
zhong#qing#nian 中青年 
zhong#qiu 中秋 
zhong#qiu#jie 中秋节 
zhong#qun 种群 
zhong#ren 重任 众人 
zhong#ri 中日 终日 
zhong#ru#shi 钟乳石 
zhong#shan 中山 钟山 
zhong#shan#da#xue 中山大学 
zhong#shan#ling 中山陵 
zhong#shan#qu 中山区 
zhong#shan#shi 中山市 
zhong#shang 中伤 中上 种上 重伤 
zhong#shen 终身 终审 
zhong#shen#zhi 终身制 
zhong#sheng 钟声 终生 众生 
zhong#shi 中式 中视 中试 忠实 重视 
zhong#shi#ji 中世纪 
zhong#shi#zhi#di 众矢之的 
zhong#shu 中枢 中暑 种树 
zhong#shu#shen#jing 中枢神经 
zhong#shuo#fen#yun 众说纷纭 
zhong#suo#zhou#zhi 众所周知 
zhong#tian 中天 种田 
zhong#ting 中听 
zhong#tou 钟头 重头 
zhong#tou#xi 重头戏 
zhong#tu 中途 中土 
zhong#tuo 重托 
zhong#wai 中外 
zhong#wai#he#zi 中外合资 
zhong#wang#suo#gui 众望所归 
zhong#wei 中尉 中卫 
zhong#wei#zi 中微子 
zhong#wen 中文 
zhong#wen#ban 中文版 
zhong#wu 中午 
zhong#wu#qi 重武器 
zhong#xi 中西 
zhong#xi#bu 中西部 
zhong#xi#he#bi 中西合璧 
zhong#xi#yi 中西医 
zhong#xia 中下 种下 仲夏 
zhong#xia#xun 中下旬 
zhong#xia#you 中下游 
zhong#xian 中线 忠县 
zhong#xiang 钟祥 
zhong#xiao 中小 中校 忠孝 
zhong#xiao#qi#ye 中小企业 
zhong#xiao#xing 中小型 
zhong#xiao#xue 中小学 
zhong#xiao#xue#sheng 中小学生 
zhong#xin 中心 衷心 重心 
zhong#xin#dian 中心点 
zhong#xin#geng#geng 忠心耿耿 
zhong#xing 中兴 中型 中性 重型 
zhong#xuan 中选 
zhong#xuan#bu 中宣部 
zhong#xue 中学 中雪 
zhong#xue#sheng 中学生 
zhong#xun 中旬 
zhong#ya 中亚 重压 
zhong#yang 中央 种养 
zhong#yang#ji#quan 中央集权 
zhong#yang#ju 中央局 
zhong#yang#jun#wei 中央军委 
zhong#yang#tai 中央台 
zhong#yang#yin#hang 中央银行 
zhong#yang#zheng#fu 中央政府 
zhong#yao 中药 重要 
zhong#yao#cai 中药材 
zhong#yao#xing 重要性 
zhong#ye 中叶 
zhong#yi 中医 中意 众议 
zhong#yi#ben 中译本 
zhong#yi#shi 中医师 
zhong#yi#yao 中医药 
zhong#yi#yuan 中医院 众议员 众议院 
zhong#ying 中英 
zhong#ying#wen 中英文 
zhong#yong 中用 重用 
zhong#you 中游 种有 重油 
zhong#yu 忠于 终于 重于 
zhong#yu#zhi#shou 忠于职守 
zhong#yuan 中原 中院 众院 
zhong#zai#qu 重灾区 
zhong#zhang 肿胀 
zhong#zhen 忠贞 重镇 
zhong#zheng 重症 
zhong#zhi 中直 中指 中止 终止 种植 种质 
zhong#zhi#cheng#cheng 众志成城 
zhong#zhi#ji#guan 中直机关 
zhong#zhi#ye 种植业 
zhong#zhong 种种 
zhong#zhuan 中专 中转 
zhong#zhuan#zhan 中转站 
zhong#zi 中资 种子 
zhong#zu 种族 
zhong#zu#bu 中组部 
zhong#zu#qi#shi 种族歧视 
zhong#zu#zhu#yi 种族主义 
zhou 舟 周 州 洲 诌 粥 轴 肘 帚 咒 皱 宙 昼 骤 啁 妯 纣 绉 胄 碡 籀 繇 酎 
zhou#bian 周边 
zhou#chang 周长 
zhou#cheng 轴承 
zhou#dai 周代 
zhou#dao 周到 
zhou#en#lai 周恩来 
zhou#er 周二 
zhou#er#fu#shi 周而复始 
zhou#guang#zhao 周光召 
zhou#ji 洲际 
zhou#jiang 骤降 
zhou#kan 周刊 
zhou#liu 周六 
zhou#mi 周密 
zhou#mo 周末 
zhou#nian 周年 
zhou#qi 周期 骤起 
zhou#qi#xing 周期性 
zhou#qiao 舟桥 
zhou#quan 周全 
zhou#ran 骤然 
zhou#ri 周日 
zhou#san 周三 
zhou#shen 周身 
zhou#si 周四 
zhou#sui 周岁 
zhou#tie#nong 周铁农 
zhou#wei 周围 
zhou#wen 皱纹 
zhou#wu 周五 
zhou#xian 州县 轴线 
zhou#xin 轴心 
zhou#xuan 周旋 
zhou#ye 昼夜 
zhou#yi 周一 周易 
zhou#yong#kang 周永康 
zhou#you 周游 
zhou#zeng 骤增 
zhou#zhang 州长 
zhou#zhe 周折 
zhou#zheng#fu 州政府 
zhou#zhuan 周转 
zhou#zhuan#jin 周转金 
