a1 啊 阿 腌 锕 
a1#ba4 阿爸 
xiu1#zhu4 修筑 
xiu3 宿 朽 
xiu4 臭 宿 嗅 锈 秀 袖 绣 岫 溴 
xiu4#cai5 秀才 
xiu4#fa4 秀发 
xiu4#hua1 绣花 
xiu4#ji1 锈迹 
xiu4#jue2 嗅觉 
xiu4#kou3 袖口 
xiu4#li4 秀丽 
xiu4#mei3 秀美 
xiu4#qi5 秀气 
xiu4#qiu2 绣球 
xiu4#se4 秀色 
xiu4#shi2 锈蚀 
xiu4#shou3#pang2#guan1 袖手旁观 
xiu4#zhen1 袖珍 
xiu4#zi5 袖子 
xiu5 修 羞 绣 
xu1 墟 戌 需 虚 嘘 须 吁 圩 顼 砉 盱 胥 
xu1#bao4 虚报 
xu1#gou4 虚构 
xu1#han2#wen4#nuan3 嘘寒问暖 
xu1#huan4 虚幻 
xu1#jia3 虚假 
xu1#mei2 须眉 
xu1#ming2 虚名 
xu1#ni3 虚拟 
xu1#qiu2 需求 
xu1#qiu2#liang4 需求量 
xu1#rong2 虚荣 
xu1#ruo4 虚弱 
xu1#shi2 虚实 
xu1#wei3 虚伪 
xu1#xin1 虚心 
xu1#yao4 需要 
xu1#yao4#liang4 需要量 
xu1#yu2 须臾 
xu1#zhi1 须知 
xu2 徐 
xu2#bei1#hong2 徐悲鸿 
xu2#fu2 徐福 
xu2#hui4#qu1 徐汇区 
xu2#xu2 徐徐 
xu2#zhou1 徐州 
xu3 许 诩 浒 栩 
xu3#chang1 许昌 
xu3#duo1 许多 
xu3#jia1#lu4 许嘉璐 
xu3#jiu3 许久 
xu3#ke3 许可 
xu3#ke3#zheng4 许可证 
xu3#nuo4 许诺 
xu3#xia4 许下 
xu3#xu3#duo1#duo1 许许多多 
xu3#xu3#ru2#sheng1 栩栩如生 
xu3#yuan4 许愿 
xu4 蓄 酗 叙 旭 序 畜 恤 絮 婿 绪 续 勖 溆 煦 
xu4#chan3 畜产 
xu4#chan3#pin3 畜产品 
xu4#dian4#chi2 蓄电池 
xu4#hang2 续航 
xu4#hao4 序号 
xu4#ji1 蓄积 
xu4#ji2 续集 
xu4#jian4 续建 
xu4#jiu3 酗酒 
xu4#li4#ya4 叙利亚 
xu4#lie4 序列 
xu4#mu4 序幕 畜牧 
xu4#mu4#ye4 畜牧业 
xu4#pin4 续聘 
xu4#qian1 续签 
xu4#qu3 序曲 
xu4#ri4 旭日 
xu4#shi4 蓄势 叙事 
xu4#shu4 叙述 
xu4#shui3 蓄水 
xu4#shui3#chi2 蓄水池 
xu4#shuo1 叙说 
xu4#yan2 序言 
xu4#yi4 蓄意 
xu5 絮 婿 蓿 
xuan1 轩 喧 宣 谖 萱 揎 暄 煊 
xuan1#bu4 宣布 
xuan1#cheng1 宣称 
xuan1#chuan2 宣传 
xuan1#chuan2#bu4 宣传部 
xuan1#chuan2#che1 宣传车 
xuan1#chuan2#dui4 宣传队 
xuan1#chuan2#hua4 宣传画 
xuan1#chuan2#pin3 宣传品 
xuan1#chuan2#zhou1 宣传周 
xuan1#du2 宣读 
xuan1#gao4 宣告 
xuan1#hua2 喧哗 
xuan1#hua4 宣化 
xuan1#jiang3 宣讲 
xuan1#jiao4 宣教 
xuan1#nao4 喧闹 
xuan1#pan4 宣判 
xuan1#ran2#da4#bo1 轩然大波 
xuan1#shi4 宣示 宣誓 
xuan1#tian1 喧天 
xuan1#wu3#qu1 宣武区 
xuan1#xiao1 喧嚣 
xuan1#xie4 宣泄 
xuan1#yan2 宣言 
xuan1#yang2 宣扬 
xuan1#yuan2 轩辕 
xuan1#zhan4 宣战 
xuan1#zhi3 宣纸 
xuan2 悬 旋 玄 漩 璇 
xuan2#er2#wei4#jue2 悬而未决 
xuan2#fu2 悬浮 
xuan2#gua4 悬挂 
xuan2#ji2 旋即 
xuan2#kong1 悬空 
xuan2#lv4 旋律 
xuan2#nian4 悬念 
xuan2#shang3 悬赏 
xuan2#shu1 悬殊 
xuan2#wo1 旋涡 漩涡 
xuan2#wu3 玄武 
xuan2#ya2 悬崖 
xuan2#ya2#le4#ma3 悬崖勒马 
xuan2#ya2#qiao4#bi4 悬崖峭壁 
xuan2#zhuan3 旋转 
xuan3 选 癣 
xuan3#ba2 选拔 
xuan3#ba2#sai4 选拔赛 
xuan3#bian1 选编 
xuan3#cai2 选材 选才 
xuan3#chu1 选出 
xuan3#deng1 选登 
xuan3#dian3 选点 
xuan3#ding4 选定 
xuan3#du2 选读 
xuan3#gou4 选购 
xuan3#hao3 选好 
xuan3#ju3 选举 
xuan3#ju3#fa3 选举法 
xuan3#ju3#jie2#guo3 选举结果 
xuan3#ju3#quan2 选举权 
xuan3#ju3#ren2 选举人 
xuan3#ju3#ri4 选举日 
xuan3#kan1 选刊 
xuan3#liao4 选料 
xuan3#mei3 选美 
xuan3#min2 选民 
xuan3#pai4 选派 
xuan3#pei4 选配 
xuan3#piao4 选票 
xuan3#pin4 选聘 
xuan3#qu1 选区 
xuan3#qu3 选取 
xuan3#ren4 选任 
xuan3#ru4 选入 
xuan3#shang4 选上 
xuan3#shou3 选手 
xuan3#song4 选送 
xuan3#ti2 选题 
xuan3#wei2 选为 
xuan3#xiang4 选项 
xuan3#xiu1 选修 
xuan3#xiu1#ke4 选修课 
xuan3#yong4 选用 
xuan3#yu4 选育 
xuan3#ze2 选择 
xuan3#ze2#xing4 选择性 
xuan3#zhi3 选址 
xuan3#zhong4 选中 
xuan4 券 旋 眩 绚 泫 渲 楦 炫 铉 镟 
xuan4#feng1 旋风 
xuan4#lan4 绚烂 
xuan4#li4 绚丽 
xuan4#li4#duo1#cai3 绚丽多彩 
xuan4#ran3 渲染 
xuan4#yao4 炫耀 
xuan4#yun1 眩晕 
xuan5 悬 
xue1 削 靴 薛 
xue1#jian3 削减 
xue1#ruo4 削弱 
xue1#zi5 靴子 
xue2 学 穴 噱 踅 
xue2#bu4 学步 学部 
xue2#cheng2 学成 
xue2#dao4 学到 
xue2#fa3 学法 
xue2#fei4 学费 
xue2#fen1 学分 
xue2#feng1 学风 
xue2#fu3 学府 
xue2#hao3 学好 
xue2#hua4 学画 
xue2#hui4 学会 
xue2#ji2 学籍 
xue2#jie4 学界 
xue2#ke1 学科 
xue2#lai2 学来 
xue2#li3 学理 
xue2#li4 学历 
xue2#lian2 学联 
xue2#ming2 学名 
xue2#nian2 学年 
xue2#pai4 学派 
xue2#qi1 学期 
xue2#qian2#jiao1#yu4 学前教育 
xue2#qu1 学区 
xue2#ren2 学人 
xue2#sheng1 学生 
xue2#sheng1#hui4 学生会 
xue2#shi2 学时 学识 
xue2#shi4 学士 
xue2#shu4 学术 
xue2#shu4#jie4 学术界 
xue2#shu4#xing4 学术性 
xue2#shuo1 学说 
xue2#tang2 学堂 
xue2#tong2 学童 
xue2#tou2 噱头 
xue2#tu2 学徒 
xue2#wei4 学位 穴位 
xue2#wen5 学问 
xue2#xi2 学习 
xue2#xi2#ban1 学习班 
xue2#xi2#ji1 学习机 
xue2#xi2#zhe3 学习者 
xue2#xiao4 学校 
xue2#ye4 学业 
xue2#yi3#zhi4#yong4 学以致用 
xue2#yi4 学艺 
xue2#yuan2 学员 
xue2#yuan4 学院 
xue2#za2#fei4 学杂费 
xue2#zhe3 学者 
xue2#zhi4 学制 
xue2#zi3 学子 
xue3 雪 鳕 
xue3#bai2 雪白 
xue3#beng1 雪崩 
xue3#bi4 雪碧 
xue3#di4 雪地 
xue3#feng1 雪峰 
xue3#hai3 雪海 
xue3#hou4 雪后 
xue3#hua1 雪花 
xue3#jia1 雪茄 
xue3#lian2 雪莲 
xue3#pian4 雪片 
xue3#qiao1 雪橇 
xue3#qiu2 雪球 
xue3#shan1 雪山 
xue3#shang4#jia1#shuang1 雪上加霜 
xue3#shui3 雪水 
xue3#song1 雪松 
xue3#xian4 雪线 
xue3#yu4 雪域 
xue3#yuan2 雪原 
xue3#zai1 雪灾 
xue3#zhong1#song4#tan4 雪中送炭 
xue4 血 谑 
xue4#guan3 血管 
xue4#han4 血汗 
xue4#han4#qian2 血汗钱 
xue4#hong2 血红 
xue4#hong2#dan4#bai2 血红蛋白 
xue4#ji1 血迹 
xue4#jiang1 血浆 
xue4#ku4 血库 
xue4#lei4 血泪 
xue4#liu2#ru2#zhu4 血流如注 
xue4#lu4 血路 
xue4#mai4 血脉 
xue4#po1 血泊 
xue4#qi4#fang1#gang1 血气方刚 
xue4#qing1 血清 
xue4#rou4 血肉 
xue4#rou4#xiang1#lian2 血肉相连 
xue4#se4 血色 
xue4#shuan1 血栓 
xue4#shui3 血水 
xue4#si1 血丝 
xue4#tang2 血糖 
xue4#tong3 血统 
xue4#xiao3#ban3 血小板 
xue4#xing1 血腥 
xue4#xing2 血型 
xue4#xing4 血性 
xue4#ya1 血压 
xue4#yang4 血样 
xue4#ye4 血液 
xue4#yuan2 血缘 
xue4#zhan4 血战 
xue4#zhi1 血脂 
xue5 学 
xun1 荤 勋 熏 埙 薰 曛 窨 醺 
xun1#jue2 勋爵 
xun1#tao2 熏陶 
xun1#zhang1 勋章 
xun2 循 旬 询 寻 驯 巡 郇 荀 荨 峋 恂 洵 浔 鲟 
xun2#cha2 巡查 巡察 
xun2#chang2 寻常 
xun2#dao4 寻到 
xun2#fang3 寻访 巡访 
xun2#gen1 寻根 
xun2#hang2 巡航 
xun2#hu1 寻呼 
xun2#hu1#ji1 寻呼机 
xun2#hu1#tai2 寻呼台 
xun2#huan2 循环 
xun2#huan2#sai4 循环赛 
xun2#hui2 巡回 
xun2#hui2#yan3#chu1 巡回演出 
xun2#hui2#zhan3 巡回展 
xun2#jing3 巡警 
xun2#luo2 巡逻 
xun2#luo2#che1 巡逻车 
xun2#luo2#dui4 巡逻队 
xun2#luo2#ting3 巡逻艇 
xun2#mi4 寻觅 
xun2#qiu2 寻求 
xun2#sheng1 循声 
xun2#shi4 巡视 
xun2#shi4#yuan2 巡视员 
xun2#si1 寻思 
xun2#wen4 询问 
xun2#xin4 寻衅 
xun2#xu4#jian4#jin4 循序渐进 
xun2#xun2#shan4#you4 循循善诱 
xun2#yan3 巡演 
xun2#yi1 寻医 
xun2#you2 巡游 
xun2#zhan3 巡展 
xun2#zhao3 寻找 
xun2#zhen3 巡诊 
xun2#zi3 荀子 
xun2#zong1 寻踪 
xun4 浚 熏 驯 殉 汛 训 讯 逊 迅 巽 蕈 徇 
xun4#chi4 训斥 
xun4#fu2 驯服 
xun4#ji2 迅即 
xun4#jie2 迅捷 
xun4#lian4 训练 
xun4#lian4#ban1 训练班 
xun4#lian4#chang2 训练场 
xun4#lian4#ju2 训练局 
xun4#lian4#ke4 训练课 
xun4#lian4#you3#su4 训练有素 
xun4#meng3 迅猛 
xun4#nan4 殉难 
xun4#qi1 汛期 
xun4#qian2 汛前 
xun4#se4 逊色 
xun4#si1 徇私 
xun4#si1#wu3#bi4 徇私舞弊 
xun4#su4 迅速 
xun4#wen4 讯问 
xun4#yang3 驯养 
xun4#zhi2 殉职 
xun5 训 
ya1 压 押 鸦 鸭 呀 丫 雅 哑 垭 桠 
ya1#dan4 鸭蛋 
ya1#dao3 压倒 
ya1#dao4 压到 
ya1#di1 压低 
ya1#ding4 压锭 
ya1#gen1#er5 压根儿 
ya1#hao4 雅号 
ya1#jia4 压价 
ya1#jie3 押解 
ya1#jin1 押金 
ya1#jing4 压境 
ya1#kua3 压垮 
ya1#li2 鸭梨 
ya1#li4 压力 
ya1#li4#guo1 压力锅 
ya1#lv4#jiang1 鸭绿江 
ya1#pian4 鸦片 
ya1#pian4#zhan4#zheng1 鸦片战争 
ya1#po4 压迫 
ya1#que4#wu2#sheng1 鸦雀无声 
ya1#shui3 压水 
ya1#song4 押送 
ya1#sui4#qian2 压岁钱 
ya1#suo1 压缩 
ya1#suo1#ji1 压缩机 
ya1#ti2 压题 
ya1#xia4#lai2 压下来 
ya1#yi4 压抑 
ya1#yun4 押运 
ya1#zha4 压榨 
ya1#zhi4 压制 
ya1#zhu4 压住 
ya1#zi5 鸭子 
ya2 芽 牙 蚜 崖 衙 涯 伢 琊 睚 
ya2#chi3 牙齿 
ya2#gao1 牙膏 
ya2#ke1 牙科 
ya2#mai3#jia1 牙买加 
ya2#men5 衙门 
ya2#qian1 牙签 
ya2#shua1 牙刷 
ya3 雅 哑 痖 
ya3#an1 雅安 
ya3#ba5 哑巴 
ya3#dian3 雅典 
ya3#jia1#da2 雅加达 
ya3#shi4 雅士 
ya3#su2 雅俗 
ya3#su2#gong4#shang3 雅俗共赏 
ya3#zhi4 雅致 
ya4 压 亚 讶 轧 揠 迓 娅 辂 氩 
ya4#fei1#la1 亚非拉 
ya4#hang2 亚行 
ya4#jin3#sai4 亚锦赛 
ya4#jun1 亚军 
ya4#li4#sang1#na4 亚利桑那 
ya4#li4#shan1#da4 亚历山大 
ya4#ma2 亚麻 
ya4#mei3#ni2#ya4 亚美尼亚 
ya4#re4#dai4 亚热带 
ya4#tai4 亚太 
ya4#tai4#di4#qu1 亚太地区 
ya4#te4#lan2#da4 亚特兰大 
ya4#xi4#ya4 亚细亚 
ya4#yi4 亚裔 
ya4#yun4 亚运 
ya4#yun4#cun1 亚运村 
ya4#yun4#hui4 亚运会 
ya4#zhong3 亚种 
ya4#zhou1 亚洲 
ya4#zhou1#bei1 亚洲杯 
ya4#zhou1#ren2 亚洲人 
ya5 压 呀 
yan1 焉 咽 阉 烟 淹 燕 殷 鄢 菸 崦 恹 阏 湮 嫣 胭 腌 
yan1#bo1 烟波 
yan1#cao3 烟草 
yan1#chang3 烟厂 
yan1#chen2 烟尘 
yan1#cong1 烟囱 
yan1#fan4 烟贩 
yan1#he2 烟盒 
yan1#hou2 咽喉 
yan1#hua1 烟花 
yan1#huo3 烟火 
yan1#jing1 燕京 
yan1#jiu3 烟酒 
yan1#mie4 湮灭 
yan1#min2 烟民 
yan1#mo4 淹没 湮没 
yan1#neng2 焉能 
yan1#qi4 烟气 
yan1#shan1 燕山 
yan1#si1 烟丝 
yan1#si3 淹死 
yan1#tai2 烟台 
yan1#tong5 烟筒 
yan1#tou2 烟头 
yan1#wu4 烟雾 
yan1#xiao1#yun2#san4 烟消云散 
yan1#ye4 烟叶 
yan1#yin3 烟瘾 
yan1#yu3 烟雨 
yan1#zhi4 腌制 
yan1#zhi5 胭脂 
yan2 铅 盐 严 研 蜒 岩 延 言 颜 阎 炎 沿 芫 闫 妍 檐 筵 
yan2#an1 延安 
yan2#an4 沿岸 
yan2#bi4 岩壁 
yan2#bian1 延边 
yan2#ceng2 岩层 
yan2#cha2 严查 
yan2#chang2 延长 
yan2#chang3 盐场 
yan2#cheng2 盐城 严惩 
yan2#cheng2#bu2#dai4 严惩不贷 
yan2#chi2 延迟 
yan2#chuan2 言传 
yan2#chuan2#shen1#jiao4 言传身教 
yan2#ci2 严词 言辞 言词 
yan2#da2 严打 
yan2#di4 炎帝 
yan2#dong1 严冬 
yan2#dong4 岩洞 
yan2#du2 研读 
yan2#fang2 严防 
yan2#ge2 严格 沿革 
yan2#guo1#qi2#shi2 言过其实 
yan2#hai3 沿海 
yan2#hai3#di4#qu1 沿海地区 
yan2#han2 严寒 
yan2#he2 言和 沿河 
yan2#hu2 盐湖 沿湖 
yan2#hua4 盐化 岩画 
yan2#huan3 延缓 
yan2#huang2 炎黄 
yan2#huang2#zi3#sun1 炎黄子孙 
yan2#ji2 延吉 
yan2#ji4#ci2 严济慈 
yan2#jia1 严加 
yan2#jian3#di4 盐碱地 
yan2#jian3#hua4 盐碱化 
yan2#jian3#yi4#gai1 言简意赅 
yan2#jiang1 岩浆 沿江 
yan2#jie1 沿街 
yan2#jin3 严谨 
yan2#jin4 严禁 
yan2#jiu1 研究 
yan2#jiu1#hui4 研究会 
yan2#jiu1#sheng1 研究生 
yan2#jiu1#sheng1#yuan4 研究生院 
yan2#jiu1#shi4 研究室 
yan2#jiu1#suo3 研究所 
yan2#jiu1#yuan2 研究员 
yan2#jiu1#yuan4 研究院 
yan2#jiu1#zhe3 研究者 
yan2#jiu1#zu3 研究组 
yan2#jun4 严峻 
yan2#ku4 严酷 
yan2#li4 严厉 
yan2#liao4 颜料 
yan2#ling4 严令 
yan2#lu4 沿路 
yan2#lun4 言论 
yan2#mi4 严密 
yan2#ming2 严明 
yan2#mo2 研磨 
yan2#nian2#yi4#shou4 延年益寿 
yan2#qi1 延期 
yan2#qing2 言情 
yan2#qing4 延庆 
yan2#re4 炎热 
yan2#se4 颜色 
yan2#shen1 延伸 
yan2#shi2 岩石 
yan2#shou3 严守 
yan2#shui3 盐水 
yan2#shuo1 言说 
yan2#su4 严肃 
yan2#su4#xing4 严肃性 
yan2#tan2 言谈 
yan2#tao3 研讨 
yan2#tao3#ban1 研讨班 
yan2#tao3#hui4 研讨会 
yan2#ti3 岩体 
yan2#tian2 盐田 
yan2#tu2 沿途 
yan2#wu4 延误 
yan2#xi2 研习 沿袭 
yan2#xia4 炎夏 
yan2#xian4 沿线 
yan2#xing2 言行 
yan2#xing2#yi1#zhi4 言行一致 
yan2#xiu1 研修 
yan2#xu4 延续 
yan2#xu4#xing4 延续性 
yan2#yan2 炎炎 
yan2#yan5#shi2#shi2 严严实实 
yan2#ye4 盐业 
yan2#yi3#lv4#ji3 严以律己 
yan2#yong4 沿用 
yan2#yu2#lv4#ji3 严于律己 
yan2#yu3 言语 
yan2#zhe5 沿着 
yan2#zhen4#yi3#dai4 严阵以待 
yan2#zheng3 严整 
yan2#zheng4 严正 炎症 
yan2#zhi4 研制 延至 言志 
yan2#zhong4 严重 言中 
yan2#zhong4#xing4 严重性 
yan2#zi4 盐渍 
yan3 奄 掩 眼 衍 演 剡 俨 偃 兖 郾 琰 罨 魇 鼹 
yan3#ba1#ba1 眼巴巴 
yan3#bian4 演变 
yan3#bing4 眼病 
yan3#bo1 演播 
yan3#bo1#shi4 演播室 
yan3#chang4 演唱 
yan3#chang4#hui4 演唱会 
yan3#chu1 演出 
yan3#di3 眼底 
yan3#fu2 眼福 
yan3#gai4 掩盖 
yan3#guang1 眼光 
yan3#hao3 演好 
yan3#hong2 眼红 
yan3#hu4 掩护 
yan3#hua1#liao2#luan4 眼花缭乱 
yan3#hua4 演化 
yan3#ji2 眼疾 
yan3#ji4 演技 
yan3#jian4 眼见 
yan3#jiang3 演讲 
yan3#jiao3 眼角 
yan3#jie4 眼界 
yan3#jin4 演进 
yan3#jing4 眼镜 
yan3#jing5 眼睛 
yan3#ju4 演剧 
yan3#kan4 眼看 
yan3#kan4#zhe5 眼看着 
yan3#ke1 眼科 
yan3#kuang4 眼眶 
yan3#lei4 眼泪 
yan3#li3 眼里 
yan3#li4 眼力 
yan3#lian2 眼帘 
yan3#lian4 演练 
yan3#mai2 掩埋 
yan3#pi2 眼皮 
yan3#qi2#xi1#gu3 偃旗息鼓 
yan3#qian2 眼前 
yan3#qiu2 眼球 
yan3#quan1 眼圈 
yan3#ran2 俨然 
yan3#re4 眼热 
yan3#shen2 眼神 
yan3#sheng1 衍生 
yan3#shi1 偃师 
yan3#shi4 掩饰 演示 
yan3#shuo1 演说 
yan3#ti3 掩体 
yan3#xi2 演习 
yan3#xi4 演戏 
yan3#xia4 眼下 
yan3#yan3#yi4#xi1 奄奄一息 
yan3#yi4 演艺 演义 演绎 
yan3#yi4#jie4 演艺界 
yan3#ying4 掩映 
yan3#yuan2 演员 
yan3#zheng1#zheng1 眼睁睁 
yan3#zhi2#yuan2 演职员 
yan3#zhong1 眼中 
yan3#zhou1 兖州 
yan3#zhu1 眼珠 
yan3#zou4 演奏 
yan3#zou4#hui4 演奏会 
yan3#zou4#jia1 演奏家 
yan4 咽 研 艳 堰 燕 厌 砚 雁 唁 彦 焰 宴 谚 验 赝 滟 晏 焱 酽 餍 
yan4#dian4 唁电 
yan4#fan2 厌烦 
yan4#fang1 验方 
yan4#guang1 验光 
yan4#hui4 宴会 
yan4#hui4#ting1 宴会厅 
yan4#huo3 焰火 
yan4#juan4 厌倦 
yan4#li4 艳丽 
yan4#pin3 赝品 
yan4#qing3 宴请 
yan4#shou1 验收 
yan4#wu4 厌恶 
yan4#xi2 宴席 
yan4#xia4 咽下 
yan4#yang2 艳阳 
yan4#yu3 谚语 
yan4#zheng4 验证 
yan4#zi5 燕子 
yan5 咽 蜒 眼 验 
yang1 殃 央 鸯 秧 洋 泱 鞅 
yang1#ge1#dui4 秧歌队 
yang1#ge5 秧歌 
yang1#ji2 殃及 
yang1#miao2 秧苗 
yang1#qiu2 央求 
yang1#yang1 泱泱 
yang2 杨 扬 佯 疡 羊 洋 阳 徉 炀 烊 飏 蛘 
yang2#bian1 扬鞭 
yang2#chang2#bi4#duan3 扬长避短 
yang2#chang2#er2#qu4 扬长而去 
yang2#chang2#xiao3#dao4 羊肠小道 
yang2#cheng2 羊城 阳城 
yang2#chun1 阳春 
yang2#cong1 洋葱 
yang2#fan1 扬帆 
yang2#fang2 洋房 
yang2#feng4#yin1#wei2 阳奉阴违 
yang2#gang1 阳刚 
yang2#gao1 羊羔 
yang2#guang1 阳光 
yang2#gui4#fei1 杨贵妃 
yang2#hua1 扬花 
yang2#jiang1 阳江 
yang2#jiu3 洋酒 
yang2#juan4 羊圈 
yang2#liu3 杨柳 
yang2#lou2 洋楼 
yang2#mao2 羊毛 
yang2#mao2#shan1 羊毛衫 
yang2#mei2 杨梅 
yang2#mei2#tu3#qi4 扬眉吐气 
yang2#mian4 洋面 
yang2#ming2 扬名 洋名 
yang2#pi2 羊皮 
yang2#pu3 洋浦 
yang2#pu3#qu1 杨浦区 
yang2#qi3 扬起 
yang2#qi4 扬弃 
yang2#quan2 阳泉 
yang2#qun2 羊群 
yang2#ren2 洋人 
yang2#rong2 羊绒 
yang2#rou4 羊肉 
yang2#ru3#dai4 杨汝岱 
yang2#sheng1#qi4 扬声器 
yang2#shu4 杨树 
yang2#shui3#zhan4 扬水站 
yang2#tai2 阳台 
yang2#wei1 扬威 
yang2#wen2 洋文 
yang2#xian4 洋县 
yang2#xing4 阳性 
yang2#yan1 洋烟 
yang2#yan2 扬言 
yang2#yang2 洋洋 
yang2#yang2#sa3#sa3 洋洋洒洒 
yang2#yi4 洋溢 
yang2#yu4 洋芋 
yang2#zhou1 扬州 
yang2#zi3#jiang1 扬子江 
yang3 氧 仰 痒 养 
yang3#bing4 养病 
yang3#can2 养蚕 
yang3#cheng2 养成 
yang3#da4 养大 
yang3#fen4 养分 
yang3#hao3 养好 
yang3#hu4 养护 
yang3#hua4 氧化 
yang3#huo2 养活 
yang3#ji1 养鸡 
yang3#ji1#chang3 养鸡场 
yang3#jia1 养家 
yang3#lao3 养老 
yang3#lao3#jin1 养老金 
yang3#lao3#yuan4 养老院 
yang3#lu4 养路 
yang3#mu3 养母 
yang3#mu4 仰慕 
yang3#niao3 养鸟 
yang3#niu2 养牛 
yang3#qi4 氧气 
yang3#qi4#ping2 氧气瓶 
yang3#shang1 养伤 
yang3#sheng1 养生 
yang3#shi4 仰视 
yang3#tian1 仰天 
yang3#wang4 仰望 
yang3#wo4 仰卧 
yang3#xie4 养蟹 
yang3#xing4 养性 
yang3#yan2 养颜 
yang3#yu2 养鱼 
yang3#yu2#chi2 养鱼池 
yang3#yu4 养育 
yang3#zhang4 仰仗 
yang3#zhi2 养殖 
yang3#zhi2#ye4 养殖业 
yang3#zhu1 养猪 
yang3#zhu1#chang3 养猪场 
yang4 样 漾 怏 烊 恙 鞅 
yang4#ban3 样板 
yang4#ben3 样本 
yang4#er5 样儿 
yang4#pin3 样品 
yang4#shi4 样式 
yang4#yang4 样样 
yang4#zi5 样子 
yang5 鸯 扬 阳 痒 
yao1 １ 邀 腰 妖 要 约 夭 吆 幺 
yao1#ban3 腰板 
yao1#bao1 腰包 
yao1#bu2#ran2 要不然 
yao1#bu4 腰部 
yao1#chan2#wan4#guan4 腰缠万贯 
yao1#dai4 腰带 
yao1#gan3 腰杆 
yao1#gu3 腰鼓 
yao1#guo3 腰果 
yao1#he5 吆喝 
yao1#he5#sheng1 吆喝声 
yao1#ji2 邀集 
yao1#qing3 邀请 
yao1#qing3#han2 邀请函 
yao1#qing3#sai4 邀请赛 
yao1#qiu2 要求 
yao1#rao2 妖娆 
yao1#shang1 腰伤 
yao1#tong4 腰痛 
yao1#wei2 腰围 
yao1#xie2 要挟 
yao1#zhe2 夭折 
yao1#zhui1 腰椎 
yao2 侥 陶 瑶 摇 尧 遥 窑 谣 姚 爻 徭 轺 肴 铫 繇 鳐 
yao2#bai3 摇摆 
yao2#ce4 遥测 
yao2#chang3 窑厂 
yao2#dong4 摇动 窑洞 
yao2#gan3 遥感 
yao2#huang4 摇晃 
yao2#kong4 遥控 
yao2#kong4#qi4 遥控器 
yao2#lan2 摇篮 
yao2#qi2#na4#han3 摇旗呐喊 
yao2#qian2#shu4 摇钱树 
yao2#shen1#yi2#bian4 摇身一变 
yao2#tou2 摇头 
yao2#wang4 遥望 
yao2#xiang1#hu1#ying4 遥相呼应 
yao2#xiang3 遥想 
yao2#yan2 谣言 
yao2#yao2 遥遥 
yao2#yao2#ling3#xian1 遥遥领先 
yao2#yao2#yu4#zhui4 摇摇欲坠 
yao2#yao5#tou2 摇摇头 
yao2#ye4 摇曳 
yao2#yuan3 遥远 
yao2#zu2 瑶族 
yao3 咬 舀 崾 杳 窈 
yao3#shang1 咬伤 
yao3#ya2 咬牙 
yao3#yao3#ya2 咬咬牙 
yao3#zhu4 咬住 
yao4 疟 药 要 耀 钥 曜 鹞 
yao4#an4 要案 
yao4#bu4 要不 
yao4#bu5#de2 要不得 
yao4#bu5#shi4 要不是 
yao4#bu5#yao4 要不要 
yao4#cai2 药材 
yao4#chang3 药厂 
yao4#chong1 要冲 
yao4#dao4 要到 要道 
yao4#di4 要地 
yao4#dian3 要点 
yao4#dian4 药店 
yao4#fan4 要犯 要饭 
yao4#fang1 药方 
yao4#fang2 药房 
yao4#fei4 药费 
yao4#guo4 要过 
yao4#hai4 要害 
yao4#hao3 要好 
yao4#hui2 要回 
yao4#ji4 药剂 
yao4#jia4 要价 
yao4#jian3 药检 
yao4#jin3 要紧 
yao4#jue2 要诀 
yao4#lai2 要来 
yao4#li3 药理 
yao4#liang4 药量 
yao4#ling3 要领 
yao4#me5 要么 
yao4#ming4 要命 
yao4#pian4 药片 
yao4#pin3 药品 
yao4#qian2 要钱 
yao4#qiang2 要强 
yao4#ren2 要人 
yao4#sai4 要塞 
yao4#shang1 药商 
yao4#shi1 药师 
yao4#shi4 要事 要是 
yao4#shi5 钥匙 
yao4#shui3 药水 
yao4#su4 要素 
yao4#wan2 药丸 
yao4#wen2 要闻 
yao4#wu4 药物 
yao4#xiang1 药箱 
yao4#xiang3 要想 
yao4#xiao4 药效 
yao4#xing4 药性 
yao4#xue2 药学 
yao4#yan3 耀眼 
yao4#ye4 药业 药液 
yao4#yi4 要义 
yao4#yong4 药用 
yao4#yuan2 要员 
yao4#yue1 要约 
yao4#zhi2 要职 
yao5 摇 药 
ye1 咽 椰 噎 耶 掖 
ye1#feng1 椰风 
ye1#lin2 椰林 
ye1#lu3#da4#xue2 耶鲁大学 
ye1#lu4#sa1#leng3 耶路撒冷 
ye1#shu4 椰树 
ye1#su1 耶稣 
ye1#zi5 椰子 
ye1#zi5#shu4 椰子树 
ye2 邪 耶 爷 揶 铘 
ye2#ye5 爷爷 
ye3 野 冶 也 
ye3#ba4 也罢 
ye3#cai4 野菜 
ye3#can1 野餐 
ye3#cao3 野草 
ye3#hao3 也好 
ye3#hua1 野花 
ye3#ji1 野鸡 
ye3#jin1 冶金 
ye3#jiu4 也就 
ye3#jiu4#shi4 也就是 
ye3#jiu4#shi4#shuo1 也就是说 
ye3#lian4 冶炼 
ye3#ma3 野马 
ye3#man2 野蛮 
ye3#men2 也门 
ye3#neng2 也能 
ye3#qu4 野趣 
ye3#sheng1 野生 
